order_uuid,session_id,created_at,total_price,status,used_recommendation
order_R0001_0_아메리카노_hot,1,2026-08-18T21:06:00,5500,completed,False
order_R0001_0_아메리카노_ice,1,2026-08-03T15:06:00,11000,completed,False
order_R0001_0_딸기스무디,1,2026-07-24T04:03:00,5500,completed,False
order_R0001_0_망고스무디,1,2026-07-25T10:45:00,5500,completed,False
order_R0002_0_아메리카노_hot,2,2026-01-01T23:06:00,5500,completed,False
order_R0002_0_아메리카노_ice,2,2026-01-07T12:11:00,5500,completed,False
order_R0002_0_콜드브루라떼,2,2026-03-28T17:21:00,5500,completed,False
order_R0002_0_바닐라라떼,2,2026-04-17T07:53:00,5500,completed,False
order_R0002_0_카라멜마끼아또,2,2026-05-04T10:55:00,16500,completed,False
order_R0002_0_녹차라떼,2,2026-04-30T03:44:00,5500,completed,False
order_R0002_0_캐모마일티,2,2026-07-11T04:52:00,5500,completed,False
order_R0003_0_아메리카노_hot,3,2026-10-08T06:11:00,5500,completed,False
order_R0003_0_아메리카노_ice,3,2026-04-23T12:57:00,11000,completed,False
order_R0003_0_드립커피,3,2026-11-13T16:55:00,5500,completed,False
order_R0003_0_바닐라라떼,3,2026-06-03T13:12:00,5500,completed,False
order_R0003_0_카라멜마끼아또,3,2026-04-01T04:12:00,11000,completed,False
order_R0004_0_아메리카노_hot,4,2026-06-10T17:23:00,5500,completed,False
order_R0004_0_아메리카노_ice,4,2026-12-10T08:56:00,5500,completed,False
order_R0004_0_카페라떼_hot,4,2026-09-08T23:24:00,5500,completed,False
order_R0004_0_카페라떼_ice,4,2026-03-22T20:55:00,11000,completed,False
order_R0004_0_드립커피,4,2026-02-07T19:43:00,16500,completed,False
order_R0005_0_프라푸치노,5,2026-02-13T13:03:00,11000,completed,False
order_R0005_0_말차프라페,5,2026-08-12T07:44:00,5500,completed,False
order_R0005_0_녹차라떼,5,2026-04-10T17:14:00,5500,completed,False
order_R0005_0_캐모마일티,5,2026-02-21T16:23:00,11000,completed,False
order_R0005_0_복숭아아이스티,5,2026-07-02T13:40:00,5500,completed,False
order_R0005_0_자몽허니블랙티,5,2026-09-20T14:41:00,5500,completed,False
order_R0005_0_딸기스무디,5,2026-03-18T22:13:00,5500,completed,False
order_R0005_0_망고스무디,5,2026-11-22T09:02:00,11000,completed,False
order_R0006_0_아메리카노_hot,6,2026-07-18T13:26:00,5500,completed,False
order_R0006_0_아메리카노_ice,6,2026-04-27T11:02:00,11000,completed,False
order_R0006_0_바닐라라떼,6,2026-05-05T18:44:00,5500,completed,False
order_R0006_0_카라멜마끼아또,6,2026-04-22T20:33:00,11000,completed,False
order_R0006_0_녹차라떼,6,2026-05-30T20:20:00,5500,completed,False
order_R0006_0_캐모마일티,6,2026-10-28T18:58:00,5500,completed,False
order_R0006_0_복숭아아이스티,6,2026-11-27T16:15:00,16500,completed,False
order_R0006_0_자몽허니블랙티,6,2026-02-14T20:49:00,5500,completed,False
